Date,Open,High,Low,Close,Adj Close,Volume,Stock Name,daily_sentiment
2021-09-30,285.7099914550781,287.8299865722656,281.6199951171875,281.9200134277344,278.7928466796875,32343600,MSFT,0.25698
2021-10-01,282.1199951171875,289.9800109863281,281.2900085449219,289.1000061035156,285.8932189941406,30086300,MSFT,0.35965
2021-10-04,287.3999938964844,287.75,280.25,283.1099853515625,279.9696350097656,31350700,MSFT,0.279425
2021-10-05,284.04998779296875,290.3999938964844,284.04998779296875,288.760009765625,285.55694580078125,24993000,MSFT,0.13415
2021-10-06,285.7799987792969,293.6300048828125,285.510009765625,293.1099853515625,289.8586730957031,28002600,MSFT,0.28147142857142854
2021-10-07,295.17999267578125,296.6400146484375,293.9200134277344,294.8500061035156,291.5794372558594,20430500,MSFT,0.2763
2021-10-08,296.2200012207031,296.6400146484375,293.760009765625,294.8500061035156,291.5794372558594,17685700,MSFT,0.40805
2021-10-11,292.9200134277344,297.9700012207031,292.75,294.2300109863281,290.9663391113281,19298600,MSFT,-0.7184
2021-10-12,295.3399963378906,295.44000244140625,292.3500061035156,292.8800048828125,289.6312561035156,17974100,MSFT,0.25317142857142855
2021-10-13,294.9100036621094,297.2799987792969,293.489990234375,296.3099975585937,293.023193359375,23416300,MSFT,0.154125
2021-10-14,299.2099914550781,303.2699890136719,297.8299865722656,302.75,299.39178466796875,27262900,MSFT,0.36525555555555556
2021-10-15,302.3399963378906,304.45001220703125,300.5199890136719,304.2099914550781,300.8356018066406,25384800,MSFT,0.019457142857142864
2021-10-18,303.57000732421875,308.2099914550781,302.69000244140625,307.2900085449219,303.8814392089844,22729300,MSFT,0.06164285714285716
2021-10-19,308.3500061035156,309.29998779296875,307.2200012207031,308.2300109863281,304.81103515625,17682100,MSFT,0.13135000000000002
2021-10-20,309.2099914550781,309.70001220703125,306.1099853515625,307.4100036621094,304.0000915527344,16537100,MSFT,0.16801666666666668
2021-10-21,307.1700134277344,311.0199890136719,306.3599853515625,310.760009765625,307.3129272460937,16918100,MSFT,-0.12158333333333333
2021-10-22,310.3999938964844,311.0899963378906,307.79998779296875,309.1600036621094,305.73065185546875,17449300,MSFT,0.012041666666666664
2021-10-25,309.3599853515625,309.3999938964844,306.4599914550781,308.1300048828125,304.71209716796875,17554500,MSFT,-0.03079285714285714
2021-10-26,311.0,312.3999938964844,308.6000061035156,310.1099853515625,306.6701354980469,28107300,MSFT,0.06210000000000001
2021-10-27,316.0,326.1000061035156,316.0,323.1700134277344,319.5852966308594,52588700,MSFT,0.21221250000000003
2021-10-28,324.3299865722656,324.8699951171875,321.3599853515625,324.3500061035156,320.752197265625,26297900,MSFT,0.02408636363636364
2021-10-29,324.1300048828125,332.0,323.8999938964844,331.6199951171875,327.9415283203125,34766000,MSFT,0.10556562500000001
2021-11-01,331.3599853515625,331.489990234375,326.3699951171875,329.3699951171875,325.71649169921875,27073200,MSFT,0.3826181818181818
2021-11-02,330.3099975585937,333.45001220703125,330.0,333.1300048828125,329.434814453125,26487100,MSFT,0.44474285714285716
2021-11-03,333.8999938964844,334.8999938964844,330.6499938964844,334.0,330.2951354980469,21500100,MSFT,0.2607285714285714
2021-11-04,332.8900146484375,336.5400085449219,329.510009765625,336.44000244140625,332.70806884765625,23992200,MSFT,0.34393333333333337
2021-11-05,338.510009765625,338.7900085449219,334.4200134277344,336.0599975585937,332.3323059082031,22570100,MSFT,0.26525
2021-11-08,337.29998779296875,337.6499938964844,334.44000244140625,336.989990234375,333.251953125,20897000,MSFT,0.24089285714285716
2021-11-09,337.1099853515625,338.7200012207031,334.5299987792969,335.95001220703125,332.2235107421875,21307400,MSFT,0.34475
2021-11-10,334.57000732421875,334.6300048828125,329.9200134277344,330.79998779296875,327.130615234375,25500900,MSFT,0.34239166666666665
2021-11-11,331.25,333.7699890136719,330.510009765625,332.42999267578125,328.7425537109375,16849800,MSFT,0.420275
2021-11-12,333.9200134277344,337.2300109863281,333.7900085449219,336.7200012207031,332.9849853515625,23831000,MSFT,0.47497
2021-11-15,337.5400085449219,337.8800048828125,334.0299987792969,336.07000732421875,332.3421936035156,16723000,MSFT,0.22897142857142855
2021-11-16,335.67999267578125,340.6700134277344,335.510009765625,339.510009765625,335.7440490722656,20886800,MSFT,0.3386642857142857
2021-11-17,338.94000244140625,342.19000244140625,338.0,339.1199951171875,335.9718933105469,19053400,MSFT,0.15636666666666665
2021-11-18,338.17999267578125,342.45001220703125,337.1199951171875,341.2699890136719,338.1019287109375,22463500,MSFT,0.22738333333333335
2021-11-19,342.6400146484375,345.1000061035156,342.20001220703125,343.1099853515625,339.9248046875,21963400,MSFT,0.21354210526315787
2021-11-22,344.6199951171875,349.6700134277344,339.54998779296875,339.8299865722656,336.6753234863281,31031100,MSFT,0.4879583333333333
2021-11-23,337.04998779296875,339.45001220703125,333.5599975585937,337.67999267578125,334.5452575683594,30427600,MSFT,0.34305714285714284
2021-11-24,336.2799987792969,338.1600036621094,333.9100036621094,337.9100036621094,334.7731018066406,21661300,MSFT,0.4323125
2021-11-26,334.3500061035156,337.92999267578125,328.1199951171875,329.67999267578125,326.6195068359375,24217200,MSFT,0.0011833333333333234
2021-11-29,334.94000244140625,339.0299987792969,334.739990234375,336.6300048828125,333.5050048828125,28563500,MSFT,0.62312
2021-11-30,335.32000732421875,337.7799987792969,328.989990234375,330.5899963378906,327.5210876464844,42885600,MSFT,0.12951000000000001
2021-12-01,335.1300048828125,339.2799987792969,329.3900146484375,330.0799865722656,327.01580810546875,33337600,MSFT,0.20622500000000002
2021-12-02,330.29998779296875,333.489990234375,327.79998779296875,329.489990234375,326.4312744140625,30766000,MSFT,0.61015
2021-12-03,331.989990234375,332.70001220703125,318.0299987792969,323.010009765625,320.0114440917969,41779300,MSFT,0.16007000000000002
2021-12-06,323.95001220703125,327.45001220703125,319.2300109863281,326.19000244140625,323.1618957519531,30032600,MSFT,0.4657428571428571
2021-12-07,331.6400146484375,335.79998779296875,330.1000061035156,334.9200134277344,331.8108825683594,31021900,MSFT,0.33130000000000004
2021-12-08,335.3099975585937,335.5,330.79998779296875,334.9700012207031,331.86041259765625,24761000,MSFT,0.319925
2021-12-09,334.4100036621094,336.489990234375,332.1199951171875,333.1000061035156,330.0077819824219,22214200,MSFT,0.3442571428571429
2021-12-10,334.9800109863281,343.0,334.7900085449219,342.5400085449219,339.3601989746094,38095700,MSFT,-0.22730000000000003
2021-12-13,340.67999267578125,343.7900085449219,339.0799865722656,339.3999938964844,336.249267578125,28899400,MSFT,0.203925
2021-12-14,333.2200012207031,334.6400146484375,324.1099853515625,328.3399963378906,325.2919616699219,44438700,MSFT,0.2436
2021-12-15,328.6099853515625,335.19000244140625,324.5,334.6499938964844,331.5433654785156,35381100,MSFT,0.3445111111111111
2021-12-16,335.7099914550781,336.760009765625,323.0199890136719,324.8999938964844,321.8839111328125,35034800,MSFT,0.30133076923076924
2021-12-17,320.8800048828125,324.9200134277344,317.25,323.79998779296875,320.7940979003906,47750300,MSFT,0.20380000000000004
2021-12-20,320.04998779296875,322.79998779296875,317.57000732421875,319.9100036621094,316.9402160644531,28326500,MSFT,0.06787777777777777
2021-12-21,323.2900085449219,327.7300109863281,319.79998779296875,327.2900085449219,324.251708984375,24740600,MSFT,0.2324
2021-12-22,328.29998779296875,333.6099853515625,325.75,333.20001220703125,330.1068725585937,24831500,MSFT,0.15632857142857143
2021-12-23,332.75,336.3900146484375,332.7300109863281,334.69000244140625,331.5830078125,19617800,MSFT,0.4368142857142857
2021-12-27,335.4599914550781,342.4800109863281,335.42999267578125,342.45001220703125,339.27099609375,19947000,MSFT,0.2049909090909091
2021-12-28,343.1499938964844,343.8099975585937,340.32000732421875,341.25,338.08209228515625,15661500,MSFT,0.12020833333333332
2021-12-29,341.29998779296875,344.29998779296875,339.67999267578125,341.95001220703125,338.775634765625,15042000,MSFT,0.12604166666666666
2021-12-30,341.9100036621094,343.1300048828125,338.82000732421875,339.32000732421875,336.1700439453125,15994500,MSFT,0.1887076923076923
2021-12-31,338.510009765625,339.3599853515625,335.8500061035156,336.32000732421875,333.1978759765625,18000800,MSFT,0.3402538461538462
2022-01-03,335.3500061035156,338.0,329.7799987792969,334.75,331.6424865722656,28865100,MSFT,0.08849375
2022-01-04,334.8299865722656,335.20001220703125,326.1199951171875,329.010009765625,325.9557800292969,32674300,MSFT,0.34667272727272724
2022-01-05,325.8599853515625,326.07000732421875,315.9800109863281,316.3800048828125,313.4430236816406,40054300,MSFT,0.18963846153846153
2022-01-06,313.1499938964844,318.70001220703125,311.489990234375,313.8800048828125,310.9661865234375,39646100,MSFT,-0.014939999999999986
2022-01-07,314.1499938964844,316.5,310.0899963378906,314.0400085449219,311.124755859375,32720000,MSFT,0.2890083333333333
2022-01-10,309.489990234375,314.7200012207031,304.69000244140625,314.2699890136719,311.3525390625,44289500,MSFT,0.3438727272727273
2022-01-11,313.3800048828125,316.6099853515625,309.8900146484375,314.9800109863281,312.0559997558594,29386800,MSFT,0.3106166666666667
