Date,Open,High,Low,Close,Adj Close,Volume,Stock Name,daily_sentiment
2021-09-30,14.260000228881836,14.31999969482422,14.09000015258789,14.15999984741211,13.644224166870115,78820500,F,0.0
2021-10-01,14.260000228881836,14.369999885559082,14.010000228881836,14.15999984741211,13.644224166870115,51880900,F,0.0
2021-10-04,14.270000457763672,14.789999961853027,14.220000267028809,14.350000381469728,13.82730197906494,78332500,F,0.0
2021-10-05,14.4399995803833,14.4399995803833,14.109999656677246,14.289999961853027,13.769488334655762,55915800,F,0.0
2021-10-06,14.140000343322754,14.34000015258789,13.890000343322754,14.119999885559082,13.605680465698242,61020300,F,0.0
2021-10-07,14.34000015258789,14.949999809265137,14.3100004196167,14.890000343322754,14.347634315490724,96557500,F,0.5562
2021-10-08,14.920000076293944,15.489999771118164,14.850000381469728,15.119999885559082,14.569255828857422,99468900,F,0.4939
2021-10-11,15.199999809265137,15.359999656677246,14.970000267028809,15.09000015258789,14.540348052978516,45302300,F,0.4939
2021-10-12,15.109999656677246,15.68000030517578,15.010000228881836,15.640000343322754,15.07031536102295,89134000,F,0.4939
2021-10-13,15.59000015258789,15.6899995803833,15.270000457763672,15.510000228881836,14.945050239562988,63363500,F,0.4939
2021-10-14,15.619999885559082,15.619999885559082,15.369999885559082,15.449999809265137,14.887234687805176,50875100,F,0.4939
2021-10-15,15.539999961853027,16.030000686645508,15.539999961853027,15.699999809265137,15.128129005432127,77211800,F,0.4939
2021-10-18,15.56999969482422,15.649999618530272,15.489999771118164,15.5600004196167,14.993229866027832,48643800,F,0.4939
2021-10-19,15.600000381469728,15.6899995803833,15.369999885559082,15.420000076293944,14.858328819274902,44668300,F,0.4939
2021-10-20,15.43000030517578,16.15999984741211,15.369999885559082,16.040000915527344,15.455745697021484,105213700,F,0.0
2021-10-21,16.15999984741211,16.700000762939453,16.1299991607666,16.549999237060547,15.947166442871094,95855000,F,0.0
2021-10-22,16.420000076293945,16.540000915527344,16.229999542236328,16.280000686645508,15.687004089355469,60646800,F,0.0
2021-10-25,16.399999618530273,16.5,15.8100004196167,16.0,15.41720199584961,67808000,F,0.0
2021-10-26,16.09000015258789,16.219999313354492,15.699999809265137,15.9399995803833,15.359386444091797,64882300,F,0.0
